"prompt","gold","task_name"
"For clinical trial NCT00720512, review the more effective regimen ingredients and identify which ingredient starts with the letter I.

Then, determine which pharmaceutical company received the most recent FDA approval (up until December 2024) for this identified ingredient.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".","15.140000343322754","Open_on_Approval"
"For clinical trial NCT02755597. Among the more effective regimen ingredients; find which is the ingredient with the first letter start with V
 return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name","VENETOCLAX","Ingredient"
"First, for clinical trial NCT02755597 among the more effective regimen ingredients, identify which ingredient starts with the letter V.

Then, find which company has the latest FDA approval date up till Dec, 2024 for this identified ingredient. Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals. 
Return only the company name in format of COMPANY: name.","ABBVIE INC","Applicant_Full_Name"
"First, for clinical trial NCT02755597 among the more effective regimen ingredients, identify which ingredient starts with the letter V.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its patent expiration date?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
Return only the date only the year YYYY format of date: YYYY.","Jan 29, 2032","Patent_Expire_Date_Text"
"For clinical trial NCT02755597 among the more effective regimen ingredients, identify which ingredient starts with the letter V.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its exclusivity date according to the FDA?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
If no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.","May 15, 2026","Exclusivity_Date"
"For clinical trial NCT02755597, review the more effective regimen ingredients and identify which ingredient starts with the letter V.

Then, determine which pharmaceutical company received the most recent FDA approval (up until December 2024) for this identified ingredient.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".","58.59000015258789","Open_on_Approval"
"For clinical trial NCT03110562. Among the more effective regimen ingredients; find which is the ingredient with the first letter start with S
 return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name","SELINEXOR","Ingredient"
"First, for clinical trial NCT03110562 among the more effective regimen ingredients, identify which ingredient starts with the letter S.

Then, find which company has the latest FDA approval date up till Dec, 2024 for this identified ingredient. Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals. 
Return only the company name in format of COMPANY: name.","KARYOPHARM THERAPEUTICS INC","Applicant_Full_Name"
"First, for clinical trial NCT03110562 among the more effective regimen ingredients, identify which ingredient starts with the letter S.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its patent expiration date?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
Return only the date only the year YYYY format of date: YYYY.","Jul 26, 2032","Patent_Expire_Date_Text"
"For clinical trial NCT03110562 among the more effective regimen ingredients, identify which ingredient starts with the letter S.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its exclusivity date according to the FDA?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
If no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.","NA","Exclusivity_Date"
"For clinical trial NCT03110562, review the more effective regimen ingredients and identify which ingredient starts with the letter S.

Then, determine which pharmaceutical company received the most recent FDA approval (up until December 2024) for this identified ingredient.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".","6.900000095367432","Open_on_Approval"
"For clinical trial NCT01667419. Among the more effective regimen ingredients; find which is the ingredient with the first letter start with V
 return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name","VEMURAFENIB","Ingredient"
"First, for clinical trial NCT01667419 among the more effective regimen ingredients, identify which ingredient starts with the letter V.

Then, find which company has the latest FDA approval date up till Dec, 2024 for this identified ingredient. Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals. 
Return only the company name in format of COMPANY: name.","HOFFMANN LA ROCHE INC","Applicant_Full_Name"
"First, for clinical trial NCT01667419 among the more effective regimen ingredients, identify which ingredient starts with the letter V.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its patent expiration date?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
Return only the date only the year YYYY format of date: YYYY.","Oct 22, 2026","Patent_Expire_Date_Text"
"For clinical trial NCT01667419 among the more effective regimen ingredients, identify which ingredient starts with the letter V.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its exclusivity date according to the FDA?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
If no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.","NA","Exclusivity_Date"
"For clinical trial NCT01667419, review the more effective regimen ingredients and identify which ingredient starts with the letter V.

Then, determine which pharmaceutical company received the most recent FDA approval (up until December 2024) for this identified ingredient.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".","21.139999389648438","Open_on_Approval"
"For clinical trial NCT00003934. Among the more effective regimen ingredients; find which is the ingredient with the first letter start with M
 return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name","METHOTREXATE","Ingredient"
"First, for clinical trial NCT00003934 among the more effective regimen ingredients, identify which ingredient starts with the letter M.

Then, find which company has the latest FDA approval date up till Dec, 2024 for this identified ingredient. Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals. 
Return only the company name in format of COMPANY: name.","OTTER PHARMACEUTICALS LLC","Applicant_Full_Name"
"First, for clinical trial NCT00003934 among the more effective regimen ingredients, identify which ingredient starts with the letter M.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its patent expiration date?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
Return only the date only the year YYYY format of date: YYYY.","Jan 24, 2026","Patent_Expire_Date_Text"
"For clinical trial NCT00003934 among the more effective regimen ingredients, identify which ingredient starts with the letter M.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its exclusivity date according to the FDA?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
If no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.","NA","Exclusivity_Date"
